chrom	win.start	normalized	segmented	CN
chr1	140200	NA	NA	NA
chr1	140400	NA	NA	NA
chr1	140600	NA	NA	NA
chr1	140800	NA	NA	NA
chr1	141000	NA	NA	NA
chr1	141200	NA	NA	NA
chr1	141400	NA	NA	NA
chr1	141600	NA	NA	NA
chr1	141800	NA	NA	NA
chr1	142000	NA	NA	NA
chr1	142200	NA	NA	NA
chr1	142400	1.4244	0.22835	3
chr1	142600	2.2971	0.22835	3
chr1	142800	NA	NA	NA
chr1	143000	-0.7372	0.22835	3
chr1	143200	NA	NA	NA
chr1	143400	1.6628	0.22835	3
chr1	143600	-1.4289	0.22835	3
chr1	143800	-0.5352	0.22835	3
chr1	144000	0.6878	0.22835	3
chr1	144200	NA	NA	NA
chr1	144400	-0.8013	0.22835	3
chr1	144600	-1.7151	0.22835	3
chr1	144800	1.73	0.22835	3
chr1	145000	4.5357	0.22835	3
chr1	145200	2.8667	0.22835	3
chr1	145400	-0.0962	0.22835	3
chr1	145600	-0.4189	0.22835	3
chr1	145800	-1.2393	0.22835	3
chr1	146000	NA	NA	NA
chr1	146200	NA	NA	NA
chr1	146400	0.5529	0.22835	3
chr1	146600	-0.1317	-0.12885	2
chr1	146800	-0.1761	-0.12885	2
chr1	147000	-0.126	-0.12885	2
chr1	147200	-0.0454	-0.12885	2
chr1	147400	NA	NA	NA
chr1	147600	-0.6939	-0.6939	2
chr1	147800	-0.6821	-0.6939	2
chr1	148000	NA	NA	NA
chr1	148200	NA	NA	NA
chr1	148400	-1.4301	-0.6939	2
chr1	148600	NA	NA	NA
chr1	148800	2.046	2.046	5
chr1	149000	2.1029	2.046	5
chr1	149200	0.5992	2.046	5
chr1	149400	NA	NA	NA
chr1	149600	0.1771	-0.14635	2
chr1	149800	-0.2244	-0.14635	2
chr1	150000	-0.1603	-0.14635	2
chr1	150200	-0.1324	-0.14635	2
chr1	150400	1.1441	1.0652	4
chr1	150600	0.9863	1.0652	4
chr1	150800	-0.0527	-0.1684	2
chr1	151000	-0.0663	-0.1684	2
chr1	151200	0.0236	-0.1684	2
chr1	151400	-0.0537	-0.1684	2
chr1	151600	-0.0773	-0.1684	2
chr1	151800	-0.155	-0.1684	2
chr1	152000	0.0587	-0.1684	2
chr1	152200	0.0694	-0.1684	2
chr1	152400	-0.7095	-0.1684	2
chr1	152600	-0.2299	-0.1684	2
chr1	152800	-0.151	-0.1684	2
chr1	153000	-0.0935	-0.1684	2
chr1	153200	-0.1713	-0.1684	2
chr1	153400	-0.0319	-0.1684	2
chr1	153600	0.0614	-0.1684	2
chr1	153800	0.0296	-0.1684	2
chr1	154000	0.0337	-0.1684	2
chr1	154200	-0.1633	-0.1684	2
chr1	154400	-0.0064	-0.1684	2
chr1	154600	-0.1612	-0.1684	2
chr1	154800	-0.1593	-0.1684	2
chr1	155000	-0.1789	-0.1684	2
chr1	155200	0.0296	-0.1684	2
chr1	155400	0.0514	-0.1684	2
chr1	155600	0.0751	-0.1684	2
chr1	155800	0.0047	-0.1684	2
chr1	156000	0.0052	-0.1684	2
chr1	156200	-0.1809	-0.1684	2
chr1	156400	-0.0241	-0.1684	2
chr1	156600	-0.1739	-0.1684	2
chr1	156800	0.0206	-0.1684	2
chr1	157000	-0.1775	-0.1684	2
chr1	157200	0.013	-0.1684	2
chr1	157400	-0.2009	-0.1684	2
chr1	157600	-0.2412	-0.1684	2
chr1	157800	-0.1577	-0.1684	2
chr1	158000	-0.2614	-0.1684	2
chr1	158200	-0.0692	-0.1684	2
chr1	158400	-0.4367	-0.1684	2
chr1	158600	-0.3144	-0.1684	2
chr1	158800	-0.2348	-0.1684	2
chr1	159000	-0.3497	-0.1684	2
chr1	159200	-0.1171	-0.1684	2
chr1	159400	-0.1351	-0.1684	2
chr1	159600	-0.2129	-0.1684	2
chr1	159800	-0.2165	-0.1684	2
chr1	160000	-0.1492	-0.1684	2
chr1	160200	-0.2511	-0.1684	2
chr1	160400	-0.0491	-0.1684	2
chr1	160600	0.0014	-0.1684	2
chr1	160800	0.0908	-0.1684	2
chr1	161000	-0.0729	-0.1684	2
chr1	161200	0.0556	-0.1684	2
chr1	161400	0.6139	-0.1684	2
chr1	161600	-0.1152	-0.1684	2
chr1	161800	-0.2127	-0.1684	2
chr1	162000	-0.0342	-0.1684	2
chr1	162200	-0.0023	-0.1684	2
chr1	162400	-0.0414	-0.1684	2
chr1	162600	-0.01	-0.1684	2
chr1	162800	-0.2113	-0.1684	2
chr1	163000	-0.2972	-0.1684	2
chr1	163200	-0.3491	-0.1684	2
chr1	163400	-0.4287	-0.1684	2
chr1	163600	-0.4024	-0.1684	2
chr1	163800	-0.3097	-0.1684	2
chr1	164000	-0.2628	-0.1684	2
chr1	164200	-0.3648	-0.1684	2
chr1	164400	-0.1784	-0.1684	2
chr1	164600	-0.3768	-0.1684	2
chr1	164800	-0.1535	-0.1684	2
chr1	165000	-0.3223	-0.1684	2
chr1	165200	-0.4068	-0.1684	2
chr1	165400	-0.1884	-0.1684	2
chr1	165600	-0.1739	-0.1684	2
chr1	165800	-0.1837	-0.1684	2
chr1	166000	-0.1735	-0.1684	2
chr1	166200	-0.0766	-0.1684	2
chr1	166400	-0.3129	-0.1684	2
chr1	166600	-0.2516	-0.1684	2
chr1	166800	-0.2254	-0.1684	2
chr1	167000	-0.2706	-0.1684	2
chr1	167200	-0.1676	-0.1684	2
chr1	167400	-0.322	-0.1684	2
chr1	167600	-0.0858	-0.1684	2
chr1	167800	-0.0474	-0.1684	2
chr1	168000	-0.0322	-0.1684	2
chr1	168200	-0.166	-0.1684	2
chr1	168400	0.0277	-0.1684	2
chr1	168600	-0.021	-0.1684	2
chr1	168800	-0.0502	-0.1684	2
chr1	169000	-0.0619	-0.1684	2
chr1	169200	-0.1559	-0.1684	2
chr1	169400	-0.2081	-0.1684	2
chr1	169600	-0.0482	-0.1684	2
chr1	169800	-0.2849	-0.1684	2
chr1	170000	-0.1142	-0.1684	2
chr1	170200	-0.3848	-0.1684	2
chr1	170400	-0.3085	-0.1684	2
chr1	170600	-0.2884	-0.1684	2
chr1	170800	-0.5496	-0.1684	2
chr1	171000	-0.259	-0.1684	2
chr1	171200	-0.2584	-0.1684	2
chr1	171400	-0.1179	-0.1684	2
chr1	171600	-0.2437	-0.1684	2
chr1	171800	-0.0387	-0.1684	2
chr1	172000	0.0681	-0.1684	2
chr1	172200	0.0276	-0.1684	2
chr1	172400	0.0358	-0.1684	2
chr1	172600	-0.1976	-0.1684	2
chr1	172800	-0.198	-0.1684	2
chr1	173000	0.0329	-0.1684	2
chr1	173200	-0.0724	-0.1684	2
chr1	173400	-0.1805	-0.1684	2
chr1	173600	-0.2293	-0.1684	2
chr1	173800	-0.0725	-0.1684	2
chr1	174000	-0.0297	-0.1684	2
chr1	174200	-0.2196	-0.1684	2
chr1	174400	-0.2951	-0.1684	2
chr1	174600	-0.262	-0.1684	2
chr1	174800	-0.3012	-0.1684	2
chr1	175000	-0.3699	-0.1684	2
chr1	175200	-0.2375	-0.1684	2
chr1	175400	-0.328	-0.1684	2
chr1	175600	-0.4011	-0.1684	2
chr1	175800	-0.4408	-0.1684	2
chr1	176000	-0.4878	-0.1684	2
chr1	176200	-0.3883	-0.1684	2
chr1	176400	-0.342	-0.1684	2
chr1	176600	-0.3357	-0.1684	2
chr1	176800	-0.3876	-0.1684	2
chr1	177000	-0.3315	-0.1684	2
chr1	177200	-0.2235	-0.1684	2
chr1	177400	-0.3337	-0.1684	2
chr1	177600	-0.095	-0.1684	2
chr1	177800	-0.1756	-0.1684	2
chr1	178000	-0.1483	-0.1684	2
chr1	178200	-0.1717	-0.1684	2
chr1	178400	-0.1564	-0.1684	2
chr1	178600	-0.0805	-0.1684	2
chr1	178800	-0.0788	-0.1684	2
chr1	179000	-0.1269	-0.1684	2
chr1	179200	-0.1177	-0.1684	2
chr1	179400	0.0064	-0.1684	2
chr1	179600	-0.23	-0.1684	2
chr1	179800	-0.1019	-0.1684	2
chr1	180000	-0.2673	-0.1684	2
chr1	180200	-0.2078	-0.1684	2
chr1	180400	-0.1198	-0.1684	2
chr1	180600	-0.0404	-0.1684	2
chr1	180800	-0.1415	-0.1684	2
chr1	181000	-0.1169	-0.1684	2
chr1	181200	-0.1233	-0.1684	2
chr1	181400	-0.2251	-0.1684	2
chr1	181600	-0.2144	-0.1684	2
chr1	181800	-0.0072	-0.1684	2
chr1	182000	-0.0712	-0.1684	2
chr1	182200	-0.1773	-0.1684	2
chr1	182400	-0.2499	-0.1684	2
chr1	182600	-0.2518	-0.1684	2
chr1	182800	-0.0829	-0.1684	2
chr1	183000	0.1656	-0.1684	2
chr1	183200	-0.0998	-0.1684	2
chr1	183400	-0.1926	-0.1684	2
chr1	183600	0.0545	-0.1684	2
chr1	183800	-0.169	-0.1684	2
chr1	184000	-0.2232	-0.1684	2
chr1	184200	-0.0863	-0.1684	2
chr1	184400	-0.292	-0.1684	2
chr1	184600	-0.1684	-0.1684	2
chr1	184800	-0.3611	-0.1684	2
chr1	185000	-0.1874	-0.1684	2
chr1	185200	-0.2792	-0.1684	2
chr1	185400	-0.0339	-0.1684	2
chr1	185600	-0.0456	-0.1684	2
chr1	185800	-0.2933	-0.1684	2
chr1	186000	-0.1994	-0.1684	2
chr1	186200	-0.226	-0.1684	2
chr1	186400	-0.1274	-0.1684	2
chr1	186600	0.4308	0.33265	3
chr1	186800	0.3233	0.33265	3
chr1	187000	0.4506	0.33265	3
chr1	187200	0.2886	0.33265	3
chr1	187400	0.3285	0.33265	3
chr1	187600	0.4829	0.33265	3
chr1	187800	0.2881	0.33265	3
chr1	188000	0.4076	0.33265	3
chr1	188200	0.1723	0.33265	3
chr1	188400	0.1897	0.33265	3
chr1	188600	0.1067	0.33265	3
chr1	188800	0.1728	0.33265	3
chr1	189000	0.1404	0.33265	3
chr1	189200	0.2332	0.33265	3
chr1	189400	0.3519	0.33265	3
chr1	189600	0.1319	0.33265	3
chr1	189800	0.1733	0.33265	3
chr1	190000	0.3475	0.33265	3
chr1	190200	0.2157	0.33265	3
chr1	190400	0.0762	0.33265	3
chr1	190600	0.206	0.33265	3
chr1	190800	0.2095	0.33265	3
chr1	191000	0.3167	0.33265	3
chr1	191200	0.07	0.33265	3
chr1	191400	0.3008	0.33265	3
chr1	191600	0.1963	0.33265	3
chr1	191800	0.3888	0.33265	3
chr1	192000	0.3628	0.33265	3
chr1	192200	0.4208	0.33265	3
chr1	192400	0.431	0.33265	3
chr1	192600	0.4046	0.33265	3
chr1	192800	0.4866	0.33265	3
chr1	193000	0.3729	0.33265	3
chr1	193200	0.5491	0.33265	3
chr1	193400	0.3368	0.33265	3
chr1	193600	0.2797	0.33265	3
chr1	193800	0.5367	0.33265	3
chr1	194000	0.1659	0.33265	3
chr1	194200	0.0079	0.33265	3
chr1	194400	0.1732	0.33265	3
chr1	194600	0.3166	0.33265	3
chr1	194800	0.0026	0.33265	3
chr1	195000	0.1803	0.33265	3
chr1	195200	0.301	0.33265	3
chr1	195400	0.1358	0.33265	3
chr1	195600	0.109	0.33265	3
chr1	195800	0.18	0.33265	3
chr1	196000	0.1163	0.33265	3
chr1	196200	0.374	0.33265	3
chr1	196400	0.3563	0.33265	3
chr1	196600	0.2995	0.33265	3
chr1	196800	0.2036	0.33265	3
chr1	197000	0.3068	0.33265	3
chr1	197200	0.5539	0.33265	3
chr1	197400	0.4062	0.33265	3
chr1	197600	0.5326	0.33265	3
chr1	197800	0.637	0.33265	3
chr1	198000	0.5118	0.33265	3
chr1	198200	0.3967	0.33265	3
chr1	198400	0.4149	0.33265	3
chr1	198600	0.3989	0.33265	3
chr1	198800	0.5948	0.33265	3
chr1	199000	0.4071	0.33265	3
chr1	199200	0.5976	0.33265	3
chr1	199400	0.5625	0.33265	3
chr1	199600	0.7189	0.33265	3
chr1	199800	0.5236	0.33265	3
chr1	2e+05	0.5303	0.33265	3
chr1	200200	0.558	0.33265	3
chr1	200400	0.6845	0.33265	3
chr1	200600	0.56	0.33265	3
chr1	200800	0.3428	0.33265	3
chr1	201000	0.27	0.33265	3
chr1	201200	0.3208	0.33265	3
chr1	201400	0.3228	0.33265	3
chr1	201600	0.4324	0.33265	3
chr1	201800	0.4911	0.33265	3
chr1	202000	0.9247	0.33265	3
chr1	202200	1.5909	0.33265	3
chr1	202400	-0.1952	0.33265	3
chr1	202600	0.2536	0.33265	3
chr1	202800	0.2312	0.33265	3
chr1	203000	0.2351	0.33265	3
chr1	203200	0.6565	0.33265	3
chr1	203400	1.3734	1.6006	5
chr1	203600	1.7649	1.6006	5
chr1	203800	1.5933	1.6006	5
chr1	204000	1.6378	1.6006	5
chr1	204200	1.4959	1.6006	5
chr1	204400	1.6079	1.6006	5
chr1	204600	1.556	1.6006	5
chr1	204800	1.6895	1.6006	5
chr1	205000	1.0592	1.0041	4
chr1	205200	0.9913	1.0041	4
chr1	205400	1.0169	1.0041	4
chr1	205600	0.7366	1.0041	4
chr1	205800	-0.5036	-0.48115	2
chr1	206000	-0.6187	-0.48115	2
chr1	206200	-0.4587	-0.48115	2
chr1	206400	-0.3217	-0.48115	2
chr1	206600	0.8728	0.8956	4
chr1	206800	1.1534	0.8956	4
chr1	207000	1.2753	0.8956	4
chr1	207200	0.891	0.8956	4
chr1	207400	1.0502	0.8956	4
chr1	207600	0.7236	0.8956	4
chr1	207800	0.8725	0.8956	4
chr1	208000	0.8687	0.8956	4
chr1	208200	0.7938	0.8956	4
chr1	208400	0.9846	0.8956	4
chr1	208600	0.6767	0.8956	4
chr1	208800	1.0509	0.8956	4
chr1	209000	0.8586	0.8956	4
chr1	209200	0.6591	0.8956	4
chr1	209400	0.9945	0.8956	4
chr1	209600	1.1687	0.8956	4
chr1	209800	1.1283	0.8956	4
chr1	210000	1.0509	0.8956	4
chr1	210200	0.8956	0.8956	4
chr1	210400	1.0287	0.8956	4
chr1	210600	0.8892	0.8956	4
chr1	210800	0.8435	0.8956	4
chr1	211000	1.0828	0.8956	4
chr1	211200	0.875	0.8956	4
chr1	211400	0.8277	0.8956	4
chr1	211600	0.8352	0.8956	4
chr1	211800	0.9955	0.8956	4
chr1	212000	1.013	0.8956	4
chr1	212200	1.0541	0.8956	4
chr1	212400	2.1784	1.83105	5
chr1	212600	3.1621	1.83105	5
chr1	212800	2.418	1.83105	5
chr1	213000	1.9612	1.83105	5
chr1	213200	1.9562	1.83105	5
chr1	213400	1.96	1.83105	5
chr1	213600	1.7167	1.83105	5
chr1	213800	1.7147	1.83105	5
chr1	214000	1.7423	1.83105	5
chr1	214200	1.8404	1.83105	5
chr1	214400	1.8652	1.83105	5
chr1	214600	1.8217	1.83105	5
chr1	214800	2.0105	1.83105	5
chr1	215000	2.1402	1.83105	5
chr1	215200	1.7373	1.83105	5
chr1	215400	1.8894	1.83105	5
chr1	215600	1.9133	1.83105	5
chr1	215800	1.6064	1.83105	5
chr1	216000	1.6093	1.83105	5
chr1	216200	1.7267	1.83105	5
chr1	216400	1.6623	1.83105	5
chr1	216600	1.4471	1.83105	5
chr1	216800	1.4793	1.83105	5
chr1	217000	1.5566	1.83105	5
chr1	217200	1.1724	1.0784	4
chr1	217400	0.7447	1.0784	4
chr1	217600	0.7122	1.0784	4
chr1	217800	1.0784	1.0784	4
chr1	218000	2.2278	1.0784	4
chr1	218200	2.6575	2.86085	6
chr1	218400	2.8725	2.86085	6
chr1	218600	2.885	2.86085	6
chr1	218800	2.9073	2.86085	6
chr1	219000	2.8492	2.86085	6
chr1	219200	2.6693	2.86085	6
chr1	219400	2.4902	2.3906	5
chr1	219600	2.3906	2.3906	5
chr1	219800	2.5481	2.3906	5
chr1	220000	2.3155	2.3906	5
chr1	220200	2.2328	2.3906	5
chr1	220400	2.5902	2.3906	5
chr1	220600	2.2667	2.3906	5
chr1	220800	2.0216	2.3906	5
chr1	221000	2.5562	2.3906	5
chr1	221200	3.21	3.21	7
chr1	221400	3.0222	3.21	7
chr1	221600	3.4504	3.21	7
chr1	221800	3.9971	3.96885	7
chr1	222000	3.8312	3.96885	7
chr1	222200	4.0486	3.96885	7
chr1	222400	4.0085	3.96885	7
chr1	222600	3.2174	3.96885	7
chr1	222800	3.9406	3.96885	7
chr1	223000	3.2982	3.08685	6
chr1	223200	3.194	3.08685	6
chr1	223400	2.9797	3.08685	6
chr1	223600	-0.722	3.08685	6
chr1	223800	0.1849	0.2776	3
chr1	224000	0.3231	0.2776	3
chr1	224200	0.6902	0.2776	3
chr1	224400	0.3798	0.2776	3
chr1	224600	0.3468	0.2776	3
chr1	224800	0.2633	0.2776	3
chr1	225000	0.4093	0.2776	3
chr1	225200	0.4419	0.2776	3
chr1	225400	0.3389	0.2776	3
chr1	225600	0.4099	0.2776	3
chr1	225800	0.3621	0.2776	3
chr1	226000	0.3243	0.2776	3
chr1	226200	0.3029	0.2776	3
chr1	226400	0.3546	0.2776	3
chr1	226600	0.4198	0.2776	3
chr1	226800	0.3668	0.2776	3
chr1	227000	0.2003	0.2776	3
chr1	227200	0.0608	0.2776	3
chr1	227400	0.3314	0.2776	3
chr1	227600	0.3727	0.2776	3
chr1	227800	0.1557	0.2776	3
chr1	228000	0.1629	0.2776	3
chr1	228200	0.1518	0.2776	3
chr1	228400	0.0256	0.2776	3
chr1	228600	0.8709	0.2776	3
chr1	228800	0.2175	0.2776	3
chr1	229000	0.2808	0.2776	3
chr1	229200	0.2433	0.2776	3
chr1	229400	-0.0694	0.2776	3
chr1	229600	0.2379	0.2776	3
chr1	229800	0.2084	0.2776	3
chr1	230000	0.2109	0.2776	3
chr1	230200	0.2791	0.2776	3
chr1	230400	0.018	0.2776	3
chr1	230600	0.3661	0.2776	3
chr1	230800	0.2761	0.2776	3
chr1	231000	0.6967	0.2776	3
chr1	231200	0.1429	0.2776	3
chr1	231400	0.2701	0.2776	3
chr1	231600	0.1726	0.2776	3
chr1	231800	0.1842	0.2776	3
chr1	232000	0.3309	0.2776	3
chr1	232200	0.2673	0.2776	3
chr1	232400	0.2014	0.2776	3
chr1	232600	0.1981	0.2776	3
chr1	232800	0.1758	0.2776	3
chr1	233000	0.3573	0.2776	3
chr1	233200	0.1718	0.2776	3
chr1	233400	0.0841	0.2776	3
chr1	233600	0.1827	0.2776	3
chr1	233800	0.449	0.2776	3
chr1	234000	0.3848	0.2776	3
chr1	234200	0.1959	0.2776	3
chr1	234400	0.3708	0.2776	3
chr1	234600	0.5742	0.2776	3
chr1	234800	0.7274	0.2776	3
chr1	235000	0.7521	0.2776	3
chr1	235200	0.2091	0.2776	3
chr1	235400	1.0364	0.7503	3
chr1	235600	0.9436	0.7503	3
chr1	235800	1.1297	0.7503	3
chr1	236000	0.863	0.7503	3
chr1	236200	1.0097	0.7503	3
chr1	236400	0.9375	0.7503	3
chr1	236600	0.6075	0.7503	3
chr1	236800	0.8836	0.7503	3
chr1	237000	0.5913	0.7503	3
chr1	237200	0.7414	0.7503	3
chr1	237400	0.5669	0.7503	3
chr1	237600	0.6477	0.7503	3
chr1	237800	0.5534	0.7503	3
chr1	238000	0.6553	0.7503	3
chr1	238200	0.7298	0.7503	3
chr1	238400	0.6461	0.7503	3
chr1	238600	0.545	0.7503	3
chr1	238800	0.604	0.7503	3
chr1	239000	0.8092	0.7503	3
chr1	239200	0.762	0.7503	3
chr1	239400	0.6848	0.7503	3
chr1	239600	0.7592	0.7503	3
chr1	239800	0.6754	0.7503	3
chr1	240000	0.9274	0.7503	3
chr1	240200	0.6768	0.7503	3
chr1	240400	0.9804	0.7503	3
chr1	240600	0.4949	0.7503	3
chr1	240800	0.7329	0.7503	3
chr1	241000	0.9081	0.7503	3
chr1	241200	0.7216	0.7503	3
chr1	241400	0.9731	0.7503	3
chr1	241600	1.2622	0.7503	3
chr1	241800	1.0645	0.7503	3
chr1	242000	0.8521	0.7503	3
chr1	242200	1.6873	1.93295	5
chr1	242400	2.0146	1.93295	5
chr1	242600	2.1893	1.93295	5
chr1	242800	1.8513	1.93295	5
chr1	243000	0.9366	1.0085	4
chr1	243200	1.0804	1.0085	4
chr1	243400	1.8954	1.5703	4
chr1	243600	2.0466	1.5703	4
chr1	243800	1.9622	1.5703	4
chr1	244000	1.5293	1.5703	4
chr1	244200	1.7871	1.5703	4
chr1	244400	1.7333	1.5703	4
chr1	244600	1.456	1.5703	4
chr1	244800	1.4865	1.5703	4
chr1	245000	1.5937	1.5703	4
chr1	245200	1.5971	1.5703	4
chr1	245400	1.5444	1.5703	4
chr1	245600	1.4348	1.5703	4
chr1	245800	1.5402	1.5703	4
chr1	246000	1.5314	1.5703	4
chr1	246200	1.8497	1.5703	4
chr1	246400	1.739	1.5703	4
chr1	246600	1.5029	1.5703	4
chr1	246800	1.5469	1.5703	4
chr1	247000	1.7022	1.5703	4
chr1	247200	1.4696	1.5703	4
chr1	247400	1.6928	1.5703	4
chr1	247600	1.7559	1.5703	4
chr1	247800	1.4262	1.5703	4
chr1	248000	1.3245	1.5703	4
chr1	248200	1.5458	1.5703	4
chr1	248400	1.8899	1.5703	4
chr1	248600	0.9791	0.3308	3
chr1	248800	-0.6183	0.3308	3
chr1	249000	0.3308	0.3308	3
chr1	249200	NA	NA	NA
chr2	0	-0.4062	-0.5249	2
chr2	200	-0.4379	-0.5249	2
chr2	400	-0.5342	-0.5249	2
chr2	600	-0.5249	-0.5249	2
chr2	800	-0.5798	-0.5249	2
chr2	1000	-0.5674	-0.5249	2
chr2	1200	-0.5976	-0.5249	2
chr2	1400	-0.6264	-0.5249	2
chr2	1600	-0.3223	-0.5249	2
chr2	1800	-0.4951	-0.5249	2
chr2	2000	-0.4754	-0.5249	2
chr2	2200	-0.5273	-0.5249	2
chr2	2400	-0.4926	-0.5249	2
chr2	2600	-0.6194	-0.5249	2
chr2	2800	-0.5513	-0.5249	2
chr2	3000	-0.4638	-0.5249	2
chr2	3200	-0.3539	-0.5249	2
chr2	3400	-0.9714	-0.5249	2
chr2	3600	-0.395	-0.5249	2
chr2	3800	-0.3181	-0.5249	2
chr2	4000	-0.3657	-0.5249	2
chr2	4200	-0.5559	-0.5249	2
chr2	4400	-0.4837	-0.5249	2
chr2	4600	-0.5532	-0.5249	2
chr2	4800	-0.7389	-0.5249	2
chr2	5000	-1.7142	-0.5249	2
chr2	5200	-0.4019	-0.5249	2
chr2	5400	-0.5624	-0.5249	2
chr2	5600	-0.4618	-0.5249	2
chr2	5800	-0.4791	-0.5249	2
chr2	6000	-0.588	-0.5249	2
chr2	6200	-0.6544	-0.5249	2
chr2	6400	-0.3826	-0.5249	2
chr2	6600	-0.6894	-0.5249	2
chr2	6800	-0.5514	-0.5249	2
chr2	7000	-0.6193	-0.5249	2
chr2	7200	-0.3877	-0.5249	2
chr2	7400	-0.4901	-0.5249	2
chr2	7600	-0.5024	-0.5249	2
chr2	7800	-0.6699	-0.5249	2
chr2	8000	-0.3009	-0.5249	2
chr2	8200	-0.291	-0.2529	2
chr2	8400	-0.2993	-0.2529	2
chr2	8600	-0.3731	-0.2529	2
chr2	8800	-0.2008	-0.2529	2
chr2	9000	-0.0822	-0.2529	2
chr2	9200	0.0744	-0.2529	2
chr2	9400	-0.165	-0.2529	2
chr2	9600	0.0484	-0.2529	2
chr2	9800	-0.2556	-0.2529	2
chr2	10000	-0.2941	-0.2529	2
chr2	10200	-0.2457	-0.2529	2
chr2	10400	-0.3696	-0.2529	2
chr2	10600	-0.1696	-0.2529	2
chr2	10800	-0.3388	-0.2529	2
chr2	11000	-0.2616	-0.2529	2
chr2	11200	-0.317	-0.2529	2
chr2	11400	-0.158	-0.2529	2
chr2	11600	-0.1516	-0.2529	2
chr2	11800	-0.1011	-0.2529	2
chr2	12000	-0.1851	-0.2529	2
chr2	12200	-0.2551	-0.2529	2
chr2	12400	-0.3083	-0.2529	2
chr2	12600	-0.2798	-0.2529	2
chr2	12800	-0.1377	-0.2529	2
chr2	13000	-0.2788	-0.2529	2
chr2	13200	-0.3543	-0.2529	2
chr2	13400	-0.0463	-0.2529	2
chr2	13600	-0.2609	-0.2529	2
chr2	13800	-0.3654	-0.2529	2
chr2	14000	-0.4776	-0.2529	2
chr2	14200	-0.4445	-0.2529	2
chr2	14400	-0.6122	-0.2529	2
chr2	14600	-0.4259	-0.2529	2
chr2	14800	-0.3966	-0.2529	2
chr2	15000	-0.3453	-0.2529	2
chr2	15200	-0.547	-0.2529	2
chr2	15400	-0.2956	-0.2529	2
chr2	15600	-0.4196	-0.2529	2
chr2	15800	-0.3159	-0.2529	2
chr2	16000	-0.259	-0.2529	2
chr2	16200	-1.0853	-0.2529	2
chr2	16400	-0.4802	-0.2529	2
chr2	16600	-0.4265	-0.2529	2
chr2	16800	-0.2443	-0.2529	2
chr2	17000	-0.3614	-0.2529	2
chr2	17200	-0.4109	-0.2529	2
chr2	17400	-0.2361	-0.2529	2
chr2	17600	-0.1261	-0.2529	2
chr2	17800	-0.3728	-0.2529	2
chr2	18000	-0.158	-0.2529	2
chr2	18200	-0.315	-0.2529	2
chr2	18400	-0.3287	-0.2529	2
chr2	18600	-0.2176	-0.2529	2
chr2	18800	-0.0659	-0.2529	2
chr2	19000	-0.3013	-0.2529	2
chr2	19200	-0.2433	-0.2529	2
chr2	19400	-0.2122	-0.2529	2
chr2	19600	-0.1695	-0.2529	2
chr2	19800	-0.2695	-0.2529	2
chr2	20000	-0.153	-0.2529	2
chr2	20200	-0.0674	-0.2529	2
chr2	20400	-0.2572	-0.2529	2
chr2	20600	-0.0632	-0.2529	2
chr2	20800	-0.3719	-0.2529	2
chr2	21000	-0.5633	-0.2529	2
chr2	21200	-0.2353	-0.2529	2
chr2	21400	-0.2864	-0.2529	2
chr2	21600	-0.4841	-0.2529	2
chr2	21800	-0.3225	-0.2529	2
chr2	22000	-0.3953	-0.2529	2
chr2	22200	-0.4926	-0.2529	2
chr2	22400	-0.3394	-0.2529	2
chr2	22600	-0.3316	-0.2529	2
chr2	22800	-0.3778	-0.2529	2
chr2	23000	-0.4908	-0.2529	2
chr2	23200	-0.1786	-0.2529	2
chr2	23400	-0.3307	-0.2529	2
chr2	23600	-0.4366	-0.2529	2
chr2	23800	-0.4534	-0.2529	2
chr2	24000	-0.1829	-0.2529	2
chr2	24200	-0.1995	-0.2529	2
chr2	24400	-0.0908	-0.2529	2
chr2	24600	-0.1655	-0.2529	2
chr2	24800	0.2388	-0.2529	2
chr2	25000	-0.1218	-0.2529	2
chr2	25200	-0.1681	-0.2529	2
chr2	25400	-0.2573	-0.2529	2
chr2	25600	-0.0817	-0.2529	2
chr2	25800	-0.0582	-0.2529	2
chr2	26000	0.1267	-0.2529	2
chr2	26200	0.096	-0.2529	2
chr2	26400	-0.1214	-0.2529	2
chr2	26600	-0.2907	-0.2529	2
chr2	26800	-0.139	-0.2529	2
chr2	27000	-0.1087	-0.2529	2
chr2	27200	-0.0995	-0.2529	2
chr2	27400	-0.0206	-0.2529	2
chr2	27600	-0.1044	-0.2529	2
chr2	27800	-0.0153	-0.2529	2
chr2	28000	-0.1259	-0.2529	2
chr2	28200	0.0107	-0.2529	2
chr2	28400	-0.1113	-0.2529	2
chr2	28600	-0.2516	-0.2529	2
chr2	28800	-0.1423	-0.2529	2
chr2	29000	-0.1236	-0.2529	2
chr2	29200	-0.1636	-0.2529	2
chr2	29400	-0.1721	-0.2529	2
chr2	29600	-0.244	-0.2529	2
chr2	29800	-0.0328	-0.2529	2
chr2	30000	-0.2753	-0.2529	2
chr2	30200	-0.278	-0.2529	2
chr2	30400	-0.1108	-0.2529	2
chr2	30600	-0.1499	-0.2529	2
chr2	30800	-0.4209	-0.2529	2
chr2	31000	-0.4052	-0.2529	2
chr2	31200	-0.26	-0.2529	2
chr2	31400	-0.1105	-0.2529	2
chr2	31600	-0.3665	-0.2529	2
chr2	31800	-0.0038	-0.2529	2
